;First Name;Last Name;Date;Iteration;Row Type;Iter Number;Power1;Speed1;Speed2;Electricity;Effort;Weight;Torque
2185; Person; Human; end of time;246;Maximum;935;246;511;31;324;541;912;263
2186; Person; Human; end of time;246;Std.Dev.;765;621;865;232;71;752;627;211
2187; Person; Human; end of time;246;Total;594;-;-;-;-;347;908;649
2189; Person; Human; end of time;247;Iter;1;917;523;448;433;407;281;782
2190; Person; Human; end of time;247;Iter;2;206;668;710;398;132;572;341
2191; Person; Human; end of time;247;Iter;3;229;518;124;428;497;507;816
2192; Person; Human; end of time;247;Iter;4;392;772;733;454;713;169;539
2193; Person; Human; end of time;247;Iter;5;554;764;418;195;572;348;105
2194; Person; Human; end of time;247;Average;240;821;103;678;852;278;770;275
2195; Person; Human; end of time;247;Maximum;896;293;520;77;140;885;559;450
2196; Person; Human; end of time;247;Std.Dev.;731;781;307;565;344;561;885;224
2197; Person; Human; end of time;247;Total;442;-;-;-;-;301;213;736
2199; Person; Human; end of time;248;Iter;1;790;415;741;75;881;99;679
2200; Person; Human; end of time;248;Iter;2;860;18;521;150;137;40;254
2201; Person; Human; end of time;248;Iter;3;135;142;294;40;519;826;537
2202; Person; Human; end of time;248;Iter;4;406;358;211;752;325;547;185
2203; Person; Human; end of time;248;Iter;5;608;240;85;934;757;893;58
2204; Person; Human; end of time;248;Average;770;364;652;270;542;607;83;655
2205; Person; Human; end of time;248;Maximum;307;209;841;559;121;576;494;939
2206; Person; Human; end of time;248;Std.Dev.;233;819;12;496;706;781;760;640
2207; Person; Human; end of time;248;Total;59;-;-;-;-;871;416;242
2209; Person; Human; end of time;249;Iter;1;49;202;634;350;569;390;155
2210; Person; Human; end of time;249;Iter;2;627;196;32;904;766;758;513
2211; Person; Human; end of time;249;Iter;3;583;807;202;104;496;280;603
2212; Person; Human; end of time;249;Iter;4;5;12;120;466;913;482;483
2213; Person; Human; end of time;249;Iter;5;528;541;791;594;451;391;730
2214; Person; Human; end of time;249;Average;766;376;347;623;266;19;961;560
2215; Person; Human; end of time;249;Maximum;571;351;996;620;805;863;539;94
2216; Person; Human; end of time;249;Std.Dev.;593;14;533;24;717;631;631;947
2217; Person; Human; end of time;249;Total;696;-;-;-;-;354;29;389
2219; Person; Human; end of time;250;Iter;1;90;725;114;954;24;702;268
2220; Person; Human; end of time;250;Iter;2;614;813;846;330;218;620;620
2221; Person; Human; end of time;250;Iter;3;546;481;482;973;564;691;119
2222; Person; Human; end of time;250;Iter;4;345;820;373;412;681;793;199
2223; Person; Human; end of time;250;Iter;5;465;24;212;213;317;705;146
2224; Person; Human; end of time;250;Average;774;106;781;187;129;783;720;558
2225; Person; Human; end of time;250;Maximum;233;192;222;617;349;808;248;628
2226; Person; Human; end of time;250;Std.Dev.;728;777;189;412;490;597;492;382
2227; Person; Human; end of time;250;Total;916;-;-;-;-;172;742;10
2229; Person; Human; end of time;251;Iter;1;839;268;64;397;198;804;804
2230; Person; Human; end of time;251;Iter;2;770;394;47;559;365;302;913
2231; Person; Human; end of time;251;Iter;3;658;304;417;636;239;53;704
2232; Person; Human; end of time;251;Iter;4;220;960;379;732;866;217;465
2233; Person; Human; end of time;251;Iter;5;69;778;830;685;126;181;952
2234; Person; Human; end of time;251;Average;81;204;594;464;433;745;777;398
2235; Person; Human; end of time;251;Maximum;8;171;740;159;282;798;507;65
2236; Person; Human; end of time;251;Std.Dev.;906;593;128;189;863;297;275;566
2237; Person; Human; end of time;251;Total;511;-;-;-;-;869;905;651
2239; Person; Human; end of time;252;Iter;1;8;672;354;932;583;508;612
2240; Person; Human; end of time;252;Iter;2;837;811;962;974;712;388;864
2241; Person; Human; end of time;252;Iter;3;177;523;628;811;351;496;421
2242; Person; Human; end of time;252;Iter;4;876;189;115;709;435;636;281
2243; Person; Human; end of time;252;Iter;5;649;884;792;381;578;682;191
2244; Person; Human; end of time;252;Average;463;76;92;343;734;904;536;123
2245; Person; Human; end of time;252;Maximum;48;219;361;371;385;265;18;529
2246; Person; Human; end of time;252;Std.Dev.;954;227;49;629;336;919;380;721
2247; Person; Human; end of time;252;Total;981;-;-;-;-;642;854;306
2249; Person; Human; end of time;253;Iter;1;947;612;345;762;725;61;291
2250; Person; Human; end of time;253;Iter;2;197;438;684;920;233;431;897
2251; Person; Human; end of time;253;Iter;3;767;88;284;93;206;998;996
2252; Person; Human; end of time;253;Average;854;90;840;745;721;900;246;232
2253; Person; Human; end of time;253;Maximum;424;53;58;331;107;510;633;464
2254; Person; Human; end of time;253;Std.Dev.;259;363;172;508;675;329;487;559
2255; Person; Human; end of time;253;Total;327;-;-;-;-;255;575;317
2257; Person; Human; end of time;254;Iter;1;862;868;170;897;644;606;953
2258; Person; Human; end of time;254;Iter;2;995;602;224;136;785;933;417
2259; Person; Human; end of time;254;Iter;3;353;148;125;397;310;696;667
2260; Person; Human; end of time;254;Average;419;845;751;196;645;78;685;98
2261; Person; Human; end of time;254;Maximum;448;515;716;177;362;352;648;505
2262; Person; Human; end of time;254;Std.Dev.;385;223;395;326;425;84;858;156
2263; Person; Human; end of time;254;Total;798;-;-;-;-;360;53;278
2265; Person; Human; end of time;255;Iter;1;981;522;991;989;166;778;898
2266; Person; Human; end of time;255;Iter;2;691;333;969;416;989;660;155
2267; Person; Human; end of time;255;Iter;3;636;898;955;596;34;297;41
2268; Person; Human; end of time;255;Average;725;723;82;856;922;631;282;98
2269; Person; Human; end of time;255;Maximum;667;31;796;564;240;141;218;987
2270; Person; Human; end of time;255;Std.Dev.;583;568;316;457;739;829;953;253
2271; Person; Human; end of time;255;Total;192;-;-;-;-;280;416;282
2273; Person; Human; end of time;256;Iter;1;247;140;352;450;952;147;244
2274; Person; Human; end of time;256;Iter;2;168;287;611;918;487;200;622
2275; Person; Human; end of time;256;Iter;3;97;252;669;574;321;73;477
2276; Person; Human; end of time;256;Average;607;291;894;331;974;17;32;357
2277; Person; Human; end of time;256;Maximum;198;741;547;740;852;269;614;915
2278; Person; Human; end of time;256;Std.Dev.;185;176;262;943;797;243;125;75
2279; Person; Human; end of time;256;Total;192;-;-;-;-;614;437;503
2281; Person; Human; end of time;257;Iter;1;326;345;303;836;49;258;34
2282; Person; Human; end of time;257;Iter;2;523;624;302;307;969;212;792
2283; Person; Human; end of time;257;Iter;3;105;600;799;123;988;263;595
2284; Person; Human; end of time;257;Average;443;267;177;998;302;140;972;819
2285; Person; Human; end of time;257;Maximum;403;919;560;23;527;680;345;748
2286; Person; Human; end of time;257;Std.Dev.;385;363;86;993;564;356;526;970
2287; Person; Human; end of time;257;Total;816;-;-;-;-;110;854;141
2289; Person; Human; end of time;258;Iter;1;386;712;921;912;398;73;797
2290; Person; Human; end of time;258;Iter;2;395;25;916;858;804;134;630
2291; Person; Human; end of time;258;Iter;3;962;222;536;744;952;329;984
2292; Person; Human; end of time;258;Average;339;63;171;656;253;955;802;105
2293; Person; Human; end of time;258;Maximum;390;669;574;236;314;264;916;571
2294; Person; Human; end of time;258;Std.Dev.;136;305;157;30;324;13;105;792
2295; Person; Human; end of time;258;Total;583;-;-;-;-;968;788;465
2297; Person; Human; end of time;259;Iter;1;663;342;616;23;667;971;5
2298; Person; Human; end of time;259;Iter;2;702;15;55;543;669;770;575
2299; Person; Human; end of time;259;Iter;3;293;282;703;101;40;670;677
2300; Person; Human; end of time;259;Iter;4;502;656;241;143;920;984;383
2301; Person; Human; end of time;259;Iter;5;567;668;979;554;423;988;453
2302; Person; Human; end of time;259;Average;821;113;38;655;709;151;420;251
2303; Person; Human; end of time;259;Maximum;937;984;364;368;655;863;469;754
2304; Person; Human; end of time;259;Std.Dev.;627;240;527;276;785;866;516;618
2305; Person; Human; end of time;259;Total;508;-;-;-;-;486;414;897
2307; Person; Human; end of time;260;Iter;1;134;895;339;553;980;924;582
2308; Person; Human; end of time;260;Iter;2;778;303;372;180;232;36;420
2309; Person; Human; end of time;260;Iter;3;82;492;589;657;653;945;804
2310; Person; Human; end of time;260;Iter;4;344;925;700;784;797;72;379
2311; Person; Human; end of time;260;Iter;5;931;258;783;578;481;577;770
2312; Person; Human; end of time;260;Average;836;658;145;94;352;602;519;916
2313; Person; Human; end of time;260;Maximum;851;216;532;356;559;755;904;649
2314; Person; Human; end of time;260;Std.Dev.;839;231;413;376;907;446;692;752
2315; Person; Human; end of time;260;Total;145;-;-;-;-;876;955;277
2317; Person; Human; end of time;261;Iter;1;318;284;92;403;348;679;290
2318; Person; Human; end of time;261;Iter;2;615;861;380;510;601;927;742
2319; Person; Human; end of time;261;Iter;3;844;46;912;143;475;819;349
2320; Person; Human; end of time;261;Iter;4;38;736;133;524;280;121;432
2321; Person; Human; end of time;261;Iter;5;701;422;829;567;885;757;169
2322; Person; Human; end of time;261;Average;273;456;333;640;827;71;532;811
2323; Person; Human; end of time;261;Maximum;280;988;7;205;29;434;928;516
2324; Person; Human; end of time;261;Std.Dev.;625;448;479;363;946;135;974;774
2325; Person; Human; end of time;261;Total;380;-;-;-;-;623;463;483
2327; Person; Human; end of time;262;Iter;1;390;872;77;893;316;610;409
2328; Person; Human; end of time;262;Iter;2;760;600;122;604;427;176;711
2329; Person; Human; end of time;262;Iter;3;266;590;390;852;647;86;190
2330; Person; Human; end of time;262;Average;701;423;950;252;740;375;859;240
2331; Person; Human; end of time;262;Maximum;939;352;922;956;704;742;267;314
2332; Person; Human; end of time;262;Std.Dev.;568;509;972;337;378;576;73;977
2333; Person; Human; end of time;262;Total;396;-;-;-;-;4;979;574
2335; Person; Human; end of time;263;Iter;1;889;937;308;95;883;105;942
2336; Person; Human; end of time;263;Iter;2;518;519;656;109;482;291;35
2337; Person; Human; end of time;263;Iter;3;717;198;114;436;781;924;60
2338; Person; Human; end of time;263;Iter;4;61;614;751;507;852;459;287
2339; Person; Human; end of time;263;Iter;5;346;493;715;875;279;350;2
2340; Person; Human; end of time;263;Average;325;635;9;963;244;952;890;444
2341; Person; Human; end of time;263;Maximum;914;248;320;715;182;40;432;411
2342; Person; Human; end of time;263;Std.Dev.;386;281;517;538;451;153;966;13
2343; Person; Human; end of time;263;Total;45;-;-;-;-;965;81;100
2345; Person; Human; end of time;264;Iter;1;875;114;764;288;645;214;532
2346; Person; Human; end of time;264;Iter;2;853;648;163;904;230;657;205
2347; Person; Human; end of time;264;Iter;3;483;839;824;642;633;709;762
2348; Person; Human; end of time;264;Average;244;151;474;528;884;870;814;390
2349; Person; Human; end of time;264;Maximum;566;398;234;943;232;994;803;995
2350; Person; Human; end of time;264;Std.Dev.;170;6;661;924;282;453;158;878
2351; Person; Human; end of time;264;Total;632;-;-;-;-;622;471;439
2353; Person; Human; end of time;265;Iter;1;799;222;231;774;338;66;15
2354; Person; Human; end of time;265;Iter;2;391;572;808;611;156;822;387
2355; Person; Human; end of time;265;Iter;3;792;900;579;810;696;211;684
2356; Person; Human; end of time;265;Iter;4;763;206;576;231;436;329;123
2357; Person; Human; end of time;265;Average;588;261;177;36;478;90;64;873
2358; Person; Human; end of time;265;Maximum;877;512;926;347;924;67;735;83
2359; Person; Human; end of time;265;Std.Dev.;203;684;621;753;811;245;640;889
2360; Person; Human; end of time;265;Total;822;-;-;-;-;133;745;825
2362; Person; Human; end of time;266;Iter;1;290;977;515;725;372;946;213
2363; Person; Human; end of time;266;Iter;2;316;869;184;625;800;668;462
2364; Person; Human; end of time;266;Iter;3;472;452;289;922;198;438;427
2365; Person; Human; end of time;266;Average;519;671;266;481;964;441;966;429
2366; Person; Human; end of time;266;Maximum;897;214;618;655;324;170;35;486
2367; Person; Human; end of time;266;Std.Dev.;527;302;185;317;904;885;958;773
2368; Person; Human; end of time;266;Total;367;-;-;-;-;678;819;540
2370; Person; Human; end of time;267;Iter;1;628;542;366;170;879;631;357
2371; Person; Human; end of time;267;Iter;2;945;392;95;138;348;932;583
2372; Person; Human; end of time;267;Iter;3;251;334;105;332;505;42;913
2373; Person; Human; end of time;267;Average;523;239;229;324;525;337;561;933
2374; Person; Human; end of time;267;Maximum;426;685;399;312;822;618;883;709
2375; Person; Human; end of time;267;Std.Dev.;230;223;115;703;408;701;697;327
2376; Person; Human; end of time;267;Total;102;-;-;-;-;612;570;537
2378; Person; Human; end of time;268;Iter;1;530;650;146;267;982;242;515
2379; Person; Human; end of time;268;Iter;2;23;683;627;160;582;466;875
2380; Person; Human; end of time;268;Iter;3;448;273;482;748;186;863;857
2381; Person; Human; end of time;268;Average;668;438;665;503;938;590;402;247
2382; Person; Human; end of time;268;Maximum;500;901;717;179;537;493;985;156
2383; Person; Human; end of time;268;Std.Dev.;607;458;479;777;397;678;967;560
2384; Person; Human; end of time;268;Total;968;-;-;-;-;161;598;124
2386; Person; Human; end of time;269;Iter;1;877;262;70;681;585;681;987
2387; Person; Human; end of time;269;Iter;2;575;385;907;391;10;112;956
2388; Person; Human; end of time;269;Iter;3;505;939;870;88;48;95;877
2389; Person; Human; end of time;269;Iter;4;139;45;345;256;95;30;552
2390; Person; Human; end of time;269;Average;390;620;593;862;879;309;907;410
2391; Person; Human; end of time;269;Maximum;917;773;830;436;1;843;625;565
2392; Person; Human; end of time;269;Std.Dev.;659;188;532;54;26;32;3;470
2393; Person; Human; end of time;269;Total;713;-;-;-;-;445;7;945
2395; Person; Human; end of time;270;Iter;1;401;183;322;394;994;90;712
2396; Person; Human; end of time;270;Iter;2;665;138;153;812;359;156;185
2397; Person; Human; end of time;270;Iter;3;325;336;454;15;205;832;229
2398; Person; Human; end of time;270;Iter;4;402;181;734;575;487;353;963
2399; Person; Human; end of time;270;Iter;5;213;949;537;932;405;140;939
2400; Person; Human; end of time;270;Average;661;400;332;460;140;489;620;62
2401; Person; Human; end of time;270;Maximum;524;850;945;862;913;268;486;681
2402; Person; Human; end of time;270;Std.Dev.;252;723;528;315;669;301;788;909
2403; Person; Human; end of time;270;Total;900;-;-;-;-;354;616;851
2405; Person; Human; end of time;271;Iter;1;434;985;479;299;75;21;304
2406; Person; Human; end of time;271;Iter;2;334;605;535;595;222;328;241
2407; Person; Human; end of time;271;Iter;3;571;187;584;28;743;705;298
2408; Person; Human; end of time;271;Iter;4;303;544;901;894;824;265;506
2409; Person; Human; end of time;271;Iter;5;170;930;119;455;588;591;714
2410; Person; Human; end of time;271;Average;704;222;14;561;871;905;391;150
2411; Person; Human; end of time;271;Maximum;159;601;250;911;34;587;241;385
2412; Person; Human; end of time;271;Std.Dev.;987;586;798;212;998;133;709;178
2413; Person; Human; end of time;271;Total;758;-;-;-;-;813;224;950
2415; Person; Human; end of time;272;Iter;1;294;469;91;243;439;223;32
2416; Person; Human; end of time;272;Iter;2;661;750;489;519;314;828;946
2417; Person; Human; end of time;272;Iter;3;505;581;45;892;808;19;70
2418; Person; Human; end of time;272;Iter;4;663;8;684;597;109;149;763
2419; Person; Human; end of time;272;Iter;5;834;133;805;907;798;155;954
2420; Person; Human; end of time;272;Average;510;427;854;36;498;241;234;161
2421; Person; Human; end of time;272;Maximum;156;273;144;373;409;836;204;374
2422; Person; Human; end of time;272;Std.Dev.;541;260;5;889;364;731;285;345
2423; Person; Human; end of time;272;Total;538;-;-;-;-;100;640;206
2425; Person; Human; end of time;273;Iter;1;51;210;277;993;894;384;174
2426; Person; Human; end of time;273;Iter;2;623;2;179;400;34;711;197
2427; Person; Human; end of time;273;Iter;3;624;745;663;239;623;635;371
2428; Person; Human; end of time;273;Iter;4;311;267;247;277;209;622;932
2429; Person; Human; end of time;273;Iter;5;137;717;778;975;207;447;151
2430; Person; Human; end of time;273;Iter;6;879;73;977;680;500;395;863
